Gene	logFC	AveExpr	t	P.Value	adj.P.Val	B
MIS12	-0.00862792961354764	8.6155802134647	-0.201237734268845	0.840546292922353	0.869705386208731	-7.38412272530706
SLC6A5	0.00380645506181089	0.0130055829228243	0.20066292163727	0.84099566027703	0.870125886989395	-7.38423790541282
NNT	0.0164894798975208	10.0822106732348	0.200595390032353	0.841048457407746	0.870136059229715	-7.38425141566996
TRAPPC2L	0.0114170286223327	8.86579039408867	0.200052493909684	0.841472926995758	0.870530737511141	-7.38435986132047
CLINT1	0.00947540483350551	10.7647091133005	0.199945010861273	0.841556969330865	0.870573210547514	-7.38438129663448
NKX6-1	-0.033716705646508	2.74853620689655	-0.199714688145734	0.841737067618249	0.870715042057655	-7.38442719103946
MACF1	0.0138611738500973	12.4623564860427	0.1983715695727	0.842787469109903	0.871716738994434	-7.38469376901655
NMBR	-0.0157923889074507	0.729144745484401	-0.198330362985641	0.842819699638475	0.871716738994434	-7.38470191913257
ATP5H	-0.0121158146786868	11.1847687192118	-0.198271804042585	0.842865503101193	0.871716738994434	-7.38471349840162
C15orf62	-0.0173048490923211	5.07639146141215	-0.198222879113503	0.842903771467147	0.871716738994434	-7.38472317004815
DEFB121	-0.000517077625570776	0.000464860426929393	-0.198195526112735	0.842925166747284	0.871716738994434	-7.38472857624217
WFDC10B	-0.0174245372535915	0.592470607553366	-0.198146278174812	0.842963688350138	0.871716738994434	-7.38473830798867
SNORA55	-0.00297582581579241	0.0332110837438424	-0.197980654580977	0.84309324143349	0.871806194818026	-7.38477101865882
TSPYL6	0.0110925960574673	0.376336535303777	0.197740079360511	0.843281430295672	0.871956271129784	-7.38481848356162
LOC158696	0.0239658603407964	2.31787791461412	0.197382706447458	0.843561000154144	0.872200815598188	-7.38488888582884
?|728045	-0.000513424657534247	0.000461576354679803	-0.197281241521368	0.843640378921014	0.872238357867489	-7.38490885115303
PRSS8	-0.0285225860340947	11.6824032019704	-0.19691827396165	0.843924351312632	0.872446632626353	-7.38498018849147
TTTY5	-0.000511963470319635	0.000460262725779967	-0.196913630830463	0.843927984058377	0.872446632626353	-7.38498110019754
PKIA	0.0343547945205573	5.54168119868637	0.196853749785659	0.843974834768579	0.872450531046566	-7.38499285626703
CCDC43	-0.00993195678806202	9.07375336617406	-0.196503162643888	0.844249143950149	0.872689549983586	-7.38506161309501
KRTAP10-10	0.00138549504399154	0.00711133004926108	0.196365568061519	0.844356806968134	0.872703884970186	-7.38508856453008
POLB	0.0158140193785421	9.13938702791461	0.19633126580313	0.844383647756399	0.872703884970186	-7.3850952805692
TIMM17B	-0.0140598975387025	9.4013473727422	-0.196320223113486	0.844392288464882	0.872703884970186	-7.38509744236786
CREB1	-0.00851283439136985	10.1710743021346	-0.195721465384682	0.844860833791071	0.873143580625473	-7.38521447757773
CUL7	0.0106404143000365	10.2854796387521	0.19536005420704	0.845143675149255	0.873356657918528	-7.38528494722499
OR1A1	-0.00105494821249582	0.00415410509031199	-0.195347809751831	0.845153258043023	0.873356657918528	-7.38528733242536
SAPS1	0.0100610691613756	10.8854573891626	0.195258018095668	0.845223532503496	0.873384712498637	-7.38530481912916
FAM153A	0.0226611738500966	1.16187848932677	0.195113414893181	0.845336707214586	0.873457091556622	-7.38533296334886
FOXF1	-0.0201869651408804	3.50995894909688	-0.193690920148137	0.846450202693571	0.874563007241988	-7.38560871311356
PLEKHG7	-0.0304441340906549	1.7447802955665	-0.193610901879786	0.846512848257867	0.874583114116841	-7.38562416466797
AMIGO3	0.0156136407172349	6.6042183908046	0.193453249851516	0.846636275418418	0.874666012843637	-7.38565458864707
FLG2	0.014716471767458	0.420024958949097	0.193139783369909	0.846881702275569	0.874874935446074	-7.38571500836151
SPATA22	-0.0234541240672692	1.07286609195402	-0.192394333703124	0.847465407680266	0.875433279078844	-7.38585829798742
PAPSS2	-0.0274319166945194	9.40269909688013	-0.192233946888009	0.847591005460812	0.875518363898417	-7.38588905495728
OR5M1	-0.00133717563203029	0.00627775041050903	-0.191654389086653	0.84804488535762	0.875905518280334	-7.38599998147867
ATP5EP2	0.0152577391691668	5.21063103448276	0.191644907839244	0.848052311003397	0.875905518280334	-7.3860017933915
RUSC1	-0.0131584586256963	10.2388556650246	-0.19120355342038	0.848397991590183	0.876217865555836	-7.38608603917577
ARL2	-0.012366726806988	9.69846502463054	-0.190715840367443	0.848780015453403	0.87656771407253	-7.38617890800013
FEM1A	-0.00791616215614432	9.99085821018062	-0.190336325877811	0.849077312383526	0.876811289712041	-7.38625100990042
TGFBRAP1	-0.0177450673794475	8.26269047619048	-0.190304225323047	0.849102459699415	0.876811289712041	-7.38625710192351
ARID5A	0.0201595701080226	9.40857380952381	0.190130301874666	0.849238712599631	0.876907276172321	-7.38629009114156
C16orf78	0.0025266822586034	0.021352052545156	0.189234676837111	0.84994042310883	0.87758710353829	-7.38645949273542
FAM190A	-0.0275319322864442	5.40076543513957	-0.189057140107851	0.850079534968982	0.877685992464533	-7.3864929776553
C3orf42	-0.0137357188996559	3.88390796387521	-0.188945534248524	0.850166987990689	0.877731537560534	-7.38651401137063
ATP1A3	-0.0389489765007314	4.21321814449918	-0.188865539619377	0.850229671964635	0.877751507194158	-7.38652907985771
ANAPC11	0.0154978349482011	10.1417314449918	0.188718601127171	0.8503448157716	0.877762701779802	-7.38655674185111
SNORA58	-0.000866301369863013	0.00354548440065681	-0.188699135327304	0.850360069783658	0.877762701779802	-7.38656040478193
BARHL1	0.00657165163158482	0.11718711001642	0.188685772149926	0.850370541621554	0.877762701779802	-7.38656291914754
LOC100190940	-0.0156059650295131	0.31925763546798	-0.187596728311379	0.851224041884025	0.878598914236546	-7.38676723102868
APEX1	0.00800430337453939	11.5744446633826	0.187506752825882	0.851294564862613	0.878626925267436	-7.38678405814149
C9orf82	-0.00990125626461236	8.45671600985222	-0.186969219055098	0.851715909773046	0.87901700069937	-7.38688441893144
PTCRA	-0.0200354605189872	1.62741461412151	-0.186908503379312	0.851763504315916	0.879021325387583	-7.38689573680458
LOC91948	-0.00929826261276317	0.24963407224959	-0.185824343766671	0.852613459389914	0.879853644818575	-7.38709721375452
OR11H4	-0.00419956788061033	0.0574860426929392	-0.185703208784339	0.852708436966347	0.879906820821485	-7.38711965232397
LOC643923	-0.00353414411404387	0.0532512315270936	-0.184778422990849	0.853433598572766	0.88056669976329	-7.38729047379457
EIF3CL	0.00964180643724966	13.3763253694581	0.18477678937808	0.853434879663927	0.88056669976329	-7.3872907747923
MTR	-0.0101735315736615	10.3088892446634	-0.184664152410127	0.853523211336613	0.880612974475984	-7.38731152204858
PEX11B	-0.00933215725580361	10.0245490968801	-0.18449468897703	0.853656110676387	0.880705224320845	-7.38734271266709
CES7	0.014819852990311	0.382073481116585	0.184031898885439	0.854019068541317	0.881034800881195	-7.38742774569298
NCRNA00200	-0.0143203162935738	0.233119704433498	-0.183918194514645	0.8541082495519	0.881052132045036	-7.3874486050477
ST13	0.00827890856441371	12.2382067323481	0.183899544761729	0.854122877169671	0.881052132045036	-7.38745202516155
ADAT1	0.0154855462746637	7.97548883415435	0.183779533036816	0.854217007533979	0.881077441018287	-7.38747402540097
HSFX1	-0.000462009132420091	0.000415353037766831	-0.183677559148476	0.854296991679104	0.881077441018287	-7.38749270770517
CPB2	0.0204643813342246	0.656294088669951	0.183666540129777	0.854305634636235	0.881077441018287	-7.3874947258429
ANKRD44	-0.0233660986746811	5.88814630541872	-0.183646395615795	0.854321435378042	0.881077441018287	-7.38749841500602
AKR1C3	-0.0292271188328339	8.13859187192118	-0.18356381319061	0.854386211122752	0.88109937609013	-7.38751353449885
GXYLT1	-0.00947977057580474	9.16472651888342	-0.18287512614964	0.854926439541974	0.881587694437072	-7.38763935703084
WWC3	0.0118176612094949	10.4272058292282	0.182849189492205	0.854946786428209	0.881587694437072	-7.38764408639544
RBMY1A3P	-0.000458264840182649	0.000411986863711002	-0.182631916512348	0.855117237341476	0.881718562733036	-7.38768367822823
ZNHIT1	-0.0125206192226273	10.04166272578	-0.182300421306971	0.855377308767482	0.881941821462124	-7.38774399312555
PSENEN	-0.0118476400489946	10.4210983579639	-0.182044035120085	0.855578464912678	0.882104315604111	-7.38779056694102
HSPA7	-0.0236186680031256	6.30302865353038	-0.180747537511307	0.856595818029753	0.88310825222656	-7.38802507838513
SRD5A3	0.0142649070052467	9.61368620689655	0.180681180332344	0.856647894503353	0.883116446022414	-7.38803703603382
CYP2J2	0.0291303597282564	7.17065771756979	0.180626282075906	0.856690978597489	0.883116446022414	-7.38804692545113
ASB6	-0.00732991647177173	9.50172791461412	-0.180447192703212	0.856831530721372	0.883216377063635	-7.38807916586767
C10orf137	0.00921896424993029	8.66396486042693	0.180336800451989	0.856918170541251	0.883260728308297	-7.38809902320945
LOC285740	-0.00731122619445412	0.279397290640394	-0.1800752761336	0.85712343114466	0.883427336126096	-7.38814601767324
CHST5	-0.0183823900211633	2.31480246305419	-0.179928089940894	0.857238956308115	0.88350144239959	-7.38817243622121
ZNF69	0.0153564049448667	5.99240574712644	0.179580385118529	0.857511878957352	0.8837377524118	-7.38823476020281
ASAH2B	0.0251087648958728	3.01741871921182	0.179482065782708	0.8575890554815	0.883741875874792	-7.38825236148447
OR1K1	0.00386939971043547	0.0910302955665025	0.179464104367623	0.857603154580648	0.883741875874792	-7.38825557592417
IFNA6	-0.00147837621115937	0.00935591133004926	-0.179238880073393	0.857779951840931	0.883879087446959	-7.38829585556772
MAEA	-0.00703203474775371	10.0671617405583	-0.179145206936547	0.857853485772157	0.883909885212807	-7.3883125933995
OR6N1	0.00182290455507294	0.0129294745484401	0.179054601567315	0.857924612663787	0.883938199820259	-7.38832877474784
MFSD6	0.0142652878939913	10.4350094417077	0.178883560696583	0.85805888605995	0.884031569440205	-7.38835929888157
GABPB2	0.0125821450050134	7.12455106732348	0.178815524043079	0.858112298487252	0.884041625239792	-7.38837143266477
OR5M11	-0.00642753981512415	0.0728581280788177	-0.178364103772411	0.85846670410671	0.884361752457861	-7.38845182288698
DTX3L	0.0118893373426978	11.0677259441708	0.178090437693378	0.858681570566137	0.88453810615999	-7.38850045920188
NOV	-0.0248254705423818	6.98475098522168	-0.178029221150208	0.858729635619132	0.884542626547921	-7.38851132847024
SLC17A2	0.00375857667891747	0.0179258620689655	0.177409104081442	0.859216559014918	0.884949757452511	-7.38862122235915
PWRN2	-0.00380234101793071	0.0374069786535304	-0.177373548901935	0.859244478997235	0.884949757452511	-7.38862751163873
C15orf21	0.0119405613097134	5.6772473727422	0.177358907623269	0.85925597622685	0.884949757452511	-7.38863010113672
NMS	-0.000439269406392694	0.000394909688013136	-0.177209001217337	0.859373693645684	0.88502598747584	-7.38865660171039
IER3IP1	0.00904601180532438	10.2961439244663	0.177144216151599	0.859424568562489	0.885033375497179	-7.38866804753159
UBXN4	0.00833806437241158	11.7131055829228	0.177022367996709	0.859520256005522	0.885086908253614	-7.38868956356579
C11orf83	-0.0176288473103998	8.27332257799672	-0.176868764099303	0.859640884198939	0.885166116880054	-7.38871666595733
INTS9	0.0090847354939374	8.57798390804598	0.176406219078404	0.860004149794305	0.885495146760601	-7.38879813688018
RHBDD3	-0.0140032520325271	8.27098587848933	-0.175919809288327	0.860386189888368	0.885843473188572	-7.38888358112889
SUMF2	-0.00935480565766866	11.6031361247947	-0.174756825622591	0.861299762830787	0.886738996332118	-7.38908691809983
BCL2L13	-0.00789056465083959	10.298166091954	-0.174532817531981	0.861475752058977	0.88687509814449	-7.38912592894904
ZNF28	-0.0123827397260303	9.01489893267652	-0.173921186759359	0.861956307370916	0.887324715949565	-7.38923218919828
DEFB126	-0.010553282102684	0.170407881773399	-0.173826134831746	0.862030993804151	0.887356495197807	-7.3892486693348
ENTPD6	0.0103008464194332	10.747028817734	0.173205286433305	0.862518851738738	0.887813559614379	-7.38935609065776
FAM50A	0.0127902594943858	10.1394485221675	0.173143081813816	0.862567734551056	0.887818751785321	-7.38936683233148
PACS2	0.00834323644057911	10.1918789819376	0.172917497336339	0.862745012036828	0.887956090042681	-7.38940575454526
THAP1	-0.0082590667112159	7.91646486042693	-0.172772209816477	0.862859191138145	0.888028475400432	-7.38943079550522
TMEM125	-0.0202714578460927	8.65020320197044	-0.172531309741304	0.863048516913138	0.888178188145987	-7.38947226933881
ALDH3B1	-0.0157889364071879	7.84180993431856	-0.172358567187923	0.863184281859981	0.888272768101033	-7.38950197341458
C19orf34	0.00665268738166819	0.310794745484401	0.17208513759096	0.863399188854437	0.88844877662111	-7.38954893038472
MAGEA8	-0.0213361532464635	1.12038883415435	-0.171908285796966	0.863538194148365	0.888546667406396	-7.38957926202715
SLC22A8	-0.00462790733934736	0.0935654351395731	-0.171636106604251	0.863752134923353	0.888721649975499	-7.38962588222733
ST3GAL3	0.0120008352823202	7.43005985221675	0.171172194381851	0.864116806490902	0.889051695034228	-7.38970517316193
ZNF880	-0.0187000512306454	6.85562463054187	-0.170900847281432	0.864330120135264	0.889186503369977	-7.38975145178949
HGSNAT	-0.0108267936295849	11.2771033661741	-0.170893818074177	0.864335646125882	0.889186503369977	-7.38975264965513
ADAMTS5	0.0266448312729715	7.96088004926108	0.170819794639009	0.864393839835111	0.889201201012885	-7.38976526119079
SLC39A10	0.0109098674685484	9.54124146141215	0.170348166856121	0.864764628479896	0.889519000411961	-7.38984548515422
DRAP1	0.014202924601852	10.2039061576355	0.170315110475459	0.864790618166655	0.889519000411961	-7.38985109973256
KIAA0319	-0.0328571444481516	3.13029515599343	-0.17010459823956	0.864956131162752	0.889601385808792	-7.38988682936742
DAZ1	-0.00176996324757768	0.00849203612479475	-0.1701015008956	0.864958566460642	0.889601385808792	-7.38988735474083
VMO1	0.0224458247020758	4.50164770114943	0.169952385310488	0.865075810647291	0.889676788402851	-7.389912636503
SYT3	-0.0258783695289022	2.05254958949097	-0.169894524397894	0.86512130538926	0.889678397234717	-7.38992244054535
CNTFR	0.0437280877603303	5.20070812807882	0.169172783907081	0.865688831365642	0.890177203565052	-7.39004445284414
DEFA4	0.00344489141329774	0.0472899835796388	0.169165888689147	0.865694253615134	0.890177203565052	-7.39004561599564
SSX2	0.0208703909121283	0.331830706075534	0.168677157302436	0.866078597462986	0.890515970560742	-7.39012793913237
ATP2B4	0.0143437710212613	11.5781689655172	0.168635133599648	0.866111646856357	0.890515970560742	-7.39013500658982
LOC149620	-0.00885967702416758	0.124677175697865	-0.168366501045855	0.866322917520065	0.890687974698769	-7.39018014303936
TUBB8	-0.0204653992649542	3.26389137931035	-0.168270606141755	0.866398338023574	0.890720297560964	-7.39019623816181
SYNGR3	0.0266563136206788	4.91731362889984	0.16817946357181	0.866470021986783	0.890748775902351	-7.39021152714726
LOC731779	0.00397633812228534	0.0425926929392447	0.167942174112224	0.866656656167944	0.890895416512522	-7.39025129312985
RPL22	-0.00876908118944364	12.7907705254516	-0.167746075784533	0.866810898096661	0.891008745723966	-7.39028411375543
C20orf71	-0.00288670676021829	0.0107488505747126	-0.167592828524336	0.866931438880806	0.891086519479126	-7.39030973578367
OVCA2	-0.00865575231096116	8.87041904761905	-0.167538008840741	0.866974559540623	0.891086519479126	-7.39031889562132
MT1IP	-0.00225566544158592	0.0327490147783251	-0.16731083288812	0.867153258282445	0.891210442196945	-7.3903568225814
FLOT2	-0.00933374540595189	11.2862204433498	-0.167272844310656	0.867183141118556	0.891210442196945	-7.39036315974132
TAF6L	-0.00948817685710246	7.87495114942529	-0.166615144189641	0.867700535802541	0.891696922467807	-7.39047264752122
SNORA23	-0.00949920258380677	0.365483825944171	-0.166335523097787	0.867920523266174	0.891877736816853	-7.39051906556199
CSRNP3	0.0252298630137027	2.6473513136289	0.165846348448431	0.868305398288074	0.892227963170636	-7.39060008270122
ADAM21	0.0180945227753657	2.60707422003284	0.165703730277637	0.868417613938973	0.892297996828619	-7.39062365820976
PIP5K1P1	0.00992719456509716	1.27806880131363	0.16467423693096	0.869227724416529	0.893085073049747	-7.39079323708956
TREML2P1	-0.00039689497716895	0.000356814449917898	-0.16438611533936	0.869454472556923	0.893272726167959	-7.39084050741401
CSH1	0.00203402160596949	0.0151502463054187	0.163816165924014	0.869903047363044	0.893679975236919	-7.39093377165853
ID1	-0.0191091658313871	7.72892413793104	-0.163770336787573	0.869939118695468	0.893679975236919	-7.39094125688566
CLIC2	0.0162657066488556	7.8440394909688	0.163533076291605	0.870125866719947	0.893826479980339	-7.390979974919
SIX4	0.0176939926495034	8.46986600985222	0.163348019109573	0.870271530487084	0.89393076868657	-7.39101013504122
HIST1H1T	0.0144109321750755	0.755546798029557	0.163267114123665	0.870335214485479	0.893950842610941	-7.39102330999042
DEFB124	0.00364612985855889	0.0678293924466338	0.163172401430699	0.87040976822847	0.893982078616643	-7.39103872515917
LOC400794	0.00762288673571676	0.257883497536946	0.163059999980116	0.87049824729402	0.894027613175034	-7.39105700769342
NETO1	0.0290615770130263	2.46852931034483	0.161320314162362	0.87186788230371	0.895350160878932	-7.39133836798494
MRPL20	-0.00858827709098264	10.2852096059113	-0.161238686408431	0.871932156394459	0.895350160878932	-7.39135149556301
CEACAM8	0.005739416416082	0.157243431855501	0.161232662737922	0.871936899495485	0.895350160878932	-7.3913524640414
HOXA2	0.0239665129747184	2.98432610837438	0.161185659741862	0.871973910303468	0.895350160878932	-7.39136001988331
C13orf26	0.00917592827709091	0.250588916256158	0.161106106541019	0.872036552231439	0.895350160878932	-7.39137280322753
C7orf26	0.00673732486913714	9.09887881773399	0.161087440480424	0.872051250411659	0.895350160878932	-7.39137580174869
LOC728190	-0.0099079674796787	7.25409277504105	-0.161009591282533	0.872112551532794	0.895365470732015	-7.39138830371979
ARHGAP4	-0.016750635928279	8.54843793103448	-0.160956212451639	0.872154584294413	0.895365470732015	-7.39139687244942
C15orf37	-0.0116086891636034	5.56058760262726	-0.160803713976509	0.872274670070231	0.895443360617514	-7.39142133687913
TTTY8	-0.000383196347031963	0.000344499178981938	-0.160022544460538	0.872889852524045	0.896029463901717	-7.39154629166413
RBMXL3	-0.00157386568660207	0.0120385057471264	-0.159854193101575	0.873022441782574	0.896120146527151	-7.39157314121562
SSX8	0.00556047889519993	0.0535156814449918	0.159750754028085	0.873103909543559	0.896158348592375	-7.39158962420139
OR4K14	0.00115484129635817	0.00626584564860427	0.159368047364973	0.873405337861519	0.896422303992068	-7.3916505156367
GTF2A1	0.0192939592382153	7.41070566502463	0.15914034910662	0.873584686829859	0.896560942465834	-7.39168667480436
PPP1R12A	0.00887444481567989	10.3650119868637	0.159006443924524	0.873690161716395	0.896623753677938	-7.39170791520905
ARHGAP33	-0.0161142198463127	7.62375114942529	-0.158667065752016	0.873957494325298	0.896852656451783	-7.39176166821855
CYP11A1	-0.0244738233656299	3.65454704433498	-0.158497219698416	0.874091289686245	0.896944507434426	-7.39178852646439
ASAM	-0.0237808664661996	7.61445008210181	-0.1582075425949	0.874319489659201	0.897133217032889	-7.39183426757414
SMAD4	0.00827846976277691	10.523805500821	0.158079301829367	0.874420517691593	0.897191423867167	-7.39185449055568
AK3	0.00933790177079885	10.2276132183908	0.157967430924745	0.874508651227018	0.897205451855504	-7.39187211869307
FOXA3	0.0314388684708793	2.46227257799672	0.15793853381474	0.874531417046433	0.897205451855504	-7.39187667014755
KCNMB2	-0.0199703018153519	1.58841863711002	-0.157893246265826	0.874567095846311	0.897205451855504	-7.39188380151215
LOC653501	-0.0130141151575902	7.15801288998358	-0.157498559199594	0.874878052176687	0.897478994665295	-7.39194586573291
C9orf110	0.0179676200022252	7.03039318555008	0.156947044418563	0.87531259845988	0.897879286025908	-7.39203233081217
UBL5	-0.00963752088205183	10.8372130541872	-0.156819595332513	0.875413022753932	0.897936818112471	-7.39205226881195
CD69	0.0235326918365102	6.27250229885058	0.156736319493448	0.875478641550529	0.897958645159854	-7.39206528764702
HIPK3	-0.021335531796419	9.80918990147783	-0.156236391843605	0.875872587145954	0.898317210314993	-7.39214329791555
SH3PXD2A	-0.012154674239877	10.959099589491	-0.155580514057196	0.876389468951139	0.898801819273736	-7.39224526518471
GYPC	0.0170249671455593	8.53325771756979	0.155181307642548	0.876704099962695	0.899051914868181	-7.39230711856451
SNAR-A13	-0.000368310502283105	0.00033111658456486	-0.155158451156262	0.876722114691473	0.899051914868181	-7.39231065515817
VPRBP	-0.00730514311171326	9.82142840722496	-0.155020506007587	0.876830839865874	0.899117881972845	-7.39233198841018
PNMAL2	0.01882043880165	5.70381510673235	0.154903121004309	0.876923361842	0.899167228192203	-7.39235012708763
HMHB1	0.00657874596280189	0.25264170771757	0.154827841263132	0.876982697653632	0.899182543179494	-7.39236175230432
PRPS1L1	0.00583931618220268	0.279021100164204	0.154679573592361	0.877099564885029	0.899256841393794	-7.39238463229584
KLK12	-0.0318485243345585	1.4819184729064	-0.154470728052552	0.877264185226511	0.899380089055751	-7.39241682320453
LOC729234	-0.0131093106136557	6.11490172413793	-0.154253775150287	0.877435201741266	0.899509881329493	-7.39245021770442
TTTY21	-0.000365022831050228	0.00032816091954023	-0.154066937001023	0.877582484422223	0.89961533076123	-7.39247893917407
F2RL1	0.0180806860452183	7.44594926108374	0.15391638872882	0.877701163236086	0.899691448998189	-7.39250205670255
NPAS4	0.0163756030738385	1.15156264367816	0.153002220013019	0.878421871218116	0.900384640950971	-7.39264194714841
PRR20C	-0.000361461187214612	0.00032495894909688	-0.152877415570629	0.878520271790992	0.900439928352202	-7.39266098066988
HEXA	0.00720545272302964	10.9454246305419	0.152553173998859	0.878775924966203	0.90061124634174	-7.39271035711113
PMS2L3	-0.0111459071165996	5.36075935960591	-0.152552622500405	0.878776359814296	0.90061124634174	-7.39271044100575
GNA13	0.00900695177633892	11.0458766009852	0.151994690913448	0.879216299067098	0.900996314324409	-7.39279515873968
PRSS42	0.00383350707205704	0.102921100164204	0.151963277142488	0.879241070511223	0.900996314324409	-7.39279991945526
KLHL30	0.0231790021160472	2.97631945812808	0.151763642813942	0.879398495656882	0.901112038759521	-7.39283015077911
IL17RB	0.0190164160819846	7.99475599343186	0.151554015714419	0.879563805914803	0.901235830882195	-7.3928618525698
GCC1	-0.00594220069049278	9.63910960591133	-0.150859863695011	0.880111246139029	0.901751136133139	-7.3929665160172
C7orf23	0.00923451163827593	7.92006551724138	0.150522282550572	0.880377498916286	0.901978302628251	-7.39301724246867
LRP3	-0.0121081679474244	9.67243908045977	-0.149888891777812	0.880877095476061	0.902444503115196	-7.39311211197665
PEPD	0.00868069272746119	9.95839105090312	0.149712648723916	0.881016118303261	0.902541273098166	-7.39313843858577
ZFPL1	-0.00856428110034813	9.16067339901478	-0.148788636635927	0.88174505111166	0.903242325498904	-7.39327595761355
OR10C1	0.000842717451832052	0.00406108374384236	0.148581750102543	0.88190827311111	0.903363833242941	-7.39330663150907
LOC407835	-0.00864778260384824	5.67826798029557	-0.147573162755753	0.882704064369022	0.904133254683464	-7.39345555784913
GOLGA6A	-0.00744868916360347	0.374614367816092	-0.147464725540282	0.882789630107284	0.904151968840568	-7.39347150911905
LOC646813	-0.00230660652633923	0.0115931855500821	-0.147436851608783	0.882811625116206	0.904151968840568	-7.39347560752015
DUS3L	0.0106050161487961	8.02057487684729	0.146956314731727	0.883190825623112	0.904494594210835	-7.39354614072199
NUDC	0.00827551174965535	10.9935780788177	0.146704020633408	0.883389926281197	0.904633333043865	-7.39358308026972
IRX4	-0.0345016126517388	4.13536461412151	-0.146671444810867	0.883415634387148	0.904633333043865	-7.39358784522009
DEFB127	-0.000342283105022831	0.000307717569786535	-0.14634621863902	0.883672302297712	0.904850412889739	-7.39363535888313
LCE1C	0.0096708943089433	0.275236617405583	0.146037671840683	0.883915818178987	0.905054004234837	-7.39368033829211
SNORD67	-0.000340639269406393	0.00030623973727422	-0.14577650669515	0.884121947391909	0.905219296187105	-7.39371833630554
CPXM2	0.0197901859895282	8.93392052545156	0.145583134459045	0.884274574912718	0.905329795820857	-7.39374642702267
SNORA19	-0.000880960017819356	0.00462126436781609	-0.145472610682906	0.884361812583526	0.905373340837204	-7.39376246579847
DEFB123	-0.00288431228421873	0.00901986863711002	-0.144937786243903	0.884783975395503	0.90574768979231	-7.39383990533869
RAG2	-0.00436015814678692	0.0639759441707718	-0.144896049595299	0.88481692153126	0.90574768979231	-7.39384593657087
GDF11	-0.0104629090099095	6.96785509031199	-0.144440271713174	0.885176717098307	0.906070198366183	-7.39391168654985
SNORD103A	-0.000335890410958904	0.000301970443349754	-0.144121903462884	0.885428054210559	0.906195896467126	-7.39395749109877
FAM22G	0.01078095110814	1.66761264367816	0.144073466084084	0.885466294308794	0.906195896467126	-7.39396445106472
DEFB113	-0.000335707762557078	0.000301806239737274	-0.144058004813484	0.885478500651193	0.906195896467126	-7.39396667220174
SNAR-I	-0.000335707762557078	0.000301806239737274	-0.144058004813484	0.885478500651193	0.906195896467126	-7.39396667220174
IFNA7	0.0015241741842076	0.0178655172413793	0.143775182674782	0.885701787477875	0.906378605356337	-7.39400725983831
MCART3P	-0.00625360062367758	0.415079802955665	-0.143399085886008	0.885998728301408	0.906611338494605	-7.39406110971054
C9orf102	-0.015114854660867	6.58703563218391	-0.143373734803051	0.886018744394885	0.906611338494605	-7.39406473442714
ZFP3	0.008562372201804	7.97319417077176	0.142808441328652	0.886465094001868	0.90699106308132	-7.39414539403991
KIAA0562	0.00617210379775379	9.51999671592775	0.142790305430158	0.886479414508771	0.90699106308132	-7.39414797650819
C19orf66	0.010383579463193	8.92206338259442	0.142489620887181	0.886716847085025	0.907188157977566	-7.39419074480376
C10orf46	0.00665827152243814	10.7886385057471	0.141933158729701	0.887156278765157	0.907591885105676	-7.39426965619144
PTPRN	-0.0280875041764168	3.12719417077176	-0.141760139036965	0.887292917485424	0.907685819311755	-7.39429412902857
RPL12	-0.00950273972604876	13.3075097701149	-0.141686381731576	0.887351166810258	0.907699557038152	-7.39430455258423
SNORA36A	0.00140665107472992	0.0138118226600985	0.141308063590708	0.887649950530699	0.907959331185802	-7.39435793212327
IFITM4P	0.00548898541040205	0.222795402298851	0.140890237733958	0.887979954773187	0.908251012326595	-7.39441672023224
KCTD7	-0.00849329546718636	8.32964047619048	-0.140783009372317	0.888064648251471	0.908291765890046	-7.3944317791955
C1orf91	0.00807811560306959	7.38455960591133	0.140614986359652	0.888197362479887	0.908381627357977	-7.39445535299524
DUSP19	0.00998314734380834	5.98787947454844	0.140390397841122	0.888374760294581	0.908517176462448	-7.39448681903125
GTF2H5	-0.00777810446597016	9.38727799671593	-0.139743750926859	0.888885564518129	0.908957797636074	-7.39457713678928
OR8B8	-0.00104776923933623	0.00765090311986864	-0.139731329049435	0.888895377354456	0.908957797636074	-7.39457886768243
LOC388946	-0.00131108363960352	0.00709006568144499	-0.139479230850563	0.889094529544471	0.909115541368	-7.39461396238066
FAM86B1	-0.0157709655863618	6.38178727422003	-0.139382933844643	0.889170603971901	0.909147426245213	-7.39462735120153
OR10A7	-0.000805430448825036	0.0047696223316913	-0.13883227828612	0.889605640286675	0.90954631598777	-7.39470373493489
KPNA7	0.0198142087092084	1.77291518883415	0.138709227774401	0.889702858862627	0.909599792906554	-7.39472076245414
ZNF143	0.00458751754093534	8.47624811165846	0.138497799529905	0.889869905953038	0.909724650952091	-7.39474998427476
GRIN3A	-0.011339772803205	4.37379055829228	-0.138366217259475	0.8899738701046	0.909785009204905	-7.39476814795891
MICAL1	-0.0110509878605605	9.01419597701149	-0.138235761650836	0.890076945942235	0.909803214189487	-7.39478613907482
HNRNPH1	0.00598292460185945	12.03096272578	0.138229963922297	0.890081526897902	0.909803214189487	-7.39478693824495
CYP1A2	-0.00717389241563646	0.222942118226601	-0.137782656740331	0.890434968510654	0.910089034467147	-7.39484849488435
ADAM3A	-0.00251112818799421	0.0221396551724138	-0.137762332961925	0.890451027946204	0.910089034467147	-7.39485128702375
